1		Hypothesis A	Sentence A	Entity A	Hypothesis B	Sentence B	Entity B	Cooper	Maddie	Maui	Naz	Number of matching (ratio of num "M" / people)	Ratio (M/Total)	Subclasses	Linked	Not Matching	Opposites
376	246015	h1	The comparison in Figure 3 is about the maintenance of treatment effects on pain intensity, pain interference, and sleep quality over 6 months.	pain interference	h1	High levels of pain anxiety compromise participation in rehabilitation.	pain anxiety	NM	NM	NM	NM	0	0	0	0	4	0
377	26166	h2	Fluctuations in repeated human movements arise from external disturbances.	disturbances	h1	52% of the hypnosis participants reported these reductions.	reduction	NM	NM	NM	NM	0	0	0	0	4	0
378	165585	h2	Pain influences motor response in individuals with LBP.	Pain	h1	The sheer number of skills that patients are expected to acquire may contribute to patient dropout and poor adherence.	dropout	NM	NM	NM	NM	0	0	0	0	4	0
379	112934	h2	Chronic pain may affect emotional functioning.	Chronic pain	h1	chronic neuropathic pain occurs after spinal cord injury.	neuropathic pain	S	S	L	S	0	0	3	1	0	0
381	236440	h1	Hypnotizability showed a weak and nonsignificant association with pre- to posttreatment change in average daily pain intensity in the efficacy sample as a whole (r = .18, p = ns).	pain intensity	h1	Simple comparisons revealed that the pretreatment-to-4-week decrease in pain interference was significant.	pain interference	NM	NM	NM	NM	0	0	0	0	4	0
382	168994	h1	Visual feedback of bodily reactions was used to demonstrate the effect of stress on muscle tension in session 2.	stress	h2	The activation depends on whether back muscles are focused on back muscles's pain.	pain	NM	NM	NM	NM	0	0	0	0	4	0
384	294335	h1	The sheer number of skills that patients are expected to acquire may contribute to patient dropout and poor adherence.	dropout	h1	Pretreatment to posttreatment within treatment effect sizes ranged from Cohens d 5 0.15 to 0.37.	Pretreatment	NM	NM	NM	NM	0	0	0	0	4	0
386	102687	h2	Activities avoidance leads to disability.	disability	h2	We hypothesized that patients reporting a sudden pain onset will report more disability.	pain	NM	NM	NM	NM	0	0	0	0	4	0
387	248376	h1	Change in mindful observing, however, was not significantly correlated with improved pain interference.	pain interference	h2	The relation between distraction and pain reduction is not simplistic.	pain reduction	L	NM	NM	NM	0	0	0	1	3	0
388	110685	h1	Psychodynamic therapy successfully treats trauma and emotional conflicts.	trauma	h1	Simple comparisons revealed that the pretreatment-to-4-week decrease in pain interference was significant.	pretreatment	NM	NM	NM	NM	0	0	0	0	4	0
390	141490	h1	Harm beliefs changed significantly in the sample as a whole, indicating improvement.	Harm beliefs	h1	Catastrophizing changed significantly in the sample as a whole, indicating improvement.	improvement	NM	NM	NM	NM	0	0	0	0	4	0
391	59782	h1	Depression is left untreated.	Depression	h1	People who receive no treatment for People who receive no treatment for their pain's pain probably experience more pain and distress compared to people treated with CBT.	distress	NM	NM	NM	NM	0	0	0	0	4	0
393	51383	h1	Perhaps this was because patients who were experiencing lower levels of depression had higher rates of attrition.	attrition	h1	Stress is known to cause complaints.	Stress	NM	NM	NM	NM	0	0	0	0	4	0
394	128407	h2	Patients fear harm during physical activities.	harm	h1	Persons who rated pain interference with activities	pain	NM	NM	NM	NM	0	0	0	0	4	0
395	237634	h1	Twenty-two studies assessed the effects at post-treatment on pain intensity.	pain intensity	h1	Change in depressive symptoms had a direct effect on change in pain interference.	pain interference	NM	NM	NM	NM	0	0	0	0	4	0
397	271145	h1	two groups: one receiving MBSR and the other receiving a multidisciplinary intervention showed improvements in perceptions of pain intensity and pain-related distress.	pain-related distress	h2	Individuals with pain-related fear continue to restrict lumbar motion.	pain-related fear	L	L	L	S	0	0	1	3	0	0
398	85580	h1	Participants were excluded if Participants had chronic pain due to malignancy.	malignancy	h1	Participants were encouraged to understand how cognitive factors shape pain.	pain	NM	NM	NM	NM	0	0	0	0	4	0
399	17845	h1	Pain-related distress reduced by 0.37 units.	Pain-related distress	h2	Individuals with pain-related fear continue to restrict lumbar motion.	pain-related fear	L	L	L	S	0	0	1	3	0	0
400	52335	h1	Perhaps this was because patients who were experiencing lower levels of depression had higher rates of attrition.	depression	h2	The presence of pain radiating into at least one leg influenced physical performance.	pain	NM	NM	NM	NM	0	0	0	0	4	0
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
900	235240	h2	It is unclear whether directed attention mediates the relationship between pain intensity and neuromuscular activation.	pain intensity	h1	Change in mindful observing, however, was not significantly correlated with improved pain interference.	pain interference	NM	NM	NM	NM	0	0	0	0	4	0
901	241204	h1	Within a given treatment epoch, reductions in precontemplation attitudes were associated with improvements in pain intensity.	pain intensity	h1	the primary hypothesis compared the effects of hypnosis and biofeedback on pain interference.	pain interference	NM	NM	NM	NM	0	0	0	0	4	0
902	80154	h1	Participants were adults with chronic pain secondary to muscular dystrophy (MD).	chronic pain	h1	chronic neuropathic pain occurs after spinal cord injury.	neuropathic pain	S	S	L	S	0	0	3	1	0	0
903	104519	h2	We hypothesized that patients reporting a sudden pain onset will report more disability.	pain	h2	Chronic pain may contribute to elevated healthcare costs.	Chronic pain	S	S	S	NM	0	0	3	0	1	0
904	59934	h1	Depression is left untreated.	Depression	h2	Focusing on pain may act as a catalyst.	pain	NM	NM	NM	NM	0	0	0	0	4	0
906	254338	h1	Change in depressive symptoms had a direct effect on change in pain interference.	pain interference	h1	Our finding is that the BIO treatment condition may have resulted in greater pain reduction than the BIO treatment condition.	pain reduction	L	NM	NM	NM	0	0	0	1	3	0
907	25522	h2	Fluctuations in repeated human movements arise from external disturbances.	Fluctuations	h2	There is ample evidence supporting multiple motor sources of physiological noise.	physiological noise	NM	NM	NM	NM	0	0	0	0	4	0
908	77240	h1	Stress is a common cause of complaints.	Stress	h1	Pre-treatment decrease in depressive symptoms was associated with the decrease in pain intensity.	pain	NM	NM	NM	NM	0	0	0	0	4	0
909	85410	h1	Participants were excluded if Participants had chronic pain due to malignancy.	malignancy	h1	People who receive no treatment for People who receive no treatment for their pain's pain probably experience more pain and distress compared to people treated with CBT.	distress	NM	NM	NM	NM	0	0	0	0	4	0
911	108688	h1	People who receive no treatment for People who receive no treatment for their pain's pain probably experience more pain and distress compared to people treated with CBT.	distress	h2	The TSK was developed to measure fear of (re)injury.	fear	NM	NM	NM	S	0	0	1	0	3	0
912	17733	h1	Pain-related distress reduced by 0.37 units.	Pain-related distress	h1	The discussion in phase 1 focused on the dysfunctional character of longstanding pain symptoms and pain-related behaviors.	pain-related behaviors	L	S	NM	S	0	0	2	1	1	0
913	21301	h2	Cortical plasticity is caused by sensorimotor or cognitive stimulation.	sensorimotor	h2	The relation between distraction and pain reduction is not simplistic.	distraction	NM	NM	NM	NM	0	0	0	0	4	0
914	256722	h1	The expected pain level after intervention is 1.27.	pain level	h1	Our finding is that the BIO treatment condition may have resulted in greater pain reduction than the BIO treatment condition.	pain reduction	L	S	L	NM	0	0	1	2	1	0
916	240	h1	At 3-month follow-up, 5 individuals in the ACT condition met RCSC criteria.	ACT condition	h1	cognitive behavioral therapy causes improvement.	improvement	NM	NM	NM	NM	0	0	0	0	4	0
917	127904	h2	Patients fear harm during physical activities.	fear	h1	It might be argued that the changes in cognitive errors were not due to decreased pain.	pain	NM	NM	NM	NM	0	0	0	0	4	0
918	25864	h2	Fluctuations in repeated human movements arise from external disturbances.	disturbances	h1	Harm beliefs changed significantly in the sample as a whole, indicating improvement.	improvement	NM	NM	NM	NM	0	0	0	0	4	0
919	245965	h1	The comparison in Figure 3 is about the maintenance of treatment effects on pain intensity, pain interference, and sleep quality over 6 months.	pain interference	h1	The comparison in Figure 3 is about the maintenance of treatment effects on pain intensity, pain interference, and sleep quality over 6 months.	pain intensity	L	NM	NM	NM	0	0	0	1	3	0
921	196574	h1	The changes in pain interference scores were predicted.	interference	h2	There is ample evidence supporting multiple motor sources of physiological noise.	physiological noise	S	NM	L	NM	0	0	1	1	2	0
922	242400	h1	The converse pretreatment-to-4-week changes in pain intensity related to Week 8 WAI scores was not significant.	pain intensity	h1	Simple comparisons revealed that the pretreatment-to-4-week decrease in pain interference was significant.	pain interference	L	L	NM	NM	0	0	0	2	2	0
923	276516	h1	High levels of pain anxiety compromise participation in rehabilitation.	pain anxiety	h1	The failure to adaptively resolve conflicts appears to drive somatic symptoms.	somatic symptoms	NM	NM	NM	L	0	0	0	1	3	0
924	98833	h1	Pain caused difficulty in performing daily activities.	Pain	h1	The sheer number of skills that patients are expected to acquire may contribute to patient dropout and poor adherence.	dropout	NM	L	NM	NM	0	0	0	1	3	0
925	238816	h1	The number of days participants listened to the audio recordings provided with treatment did not show an indirect effect on change in pain intensity.	pain intensity	h1	Change in mindful observing, however, was not significantly correlated with improved pain interference.	pain interference	L	NM	NM	NM	0	0	0	1	3	0
926	268652	h1	Reports regarding tai chi tended to alter pain-related cognition.	pain-related cognition	h1	The improvements in pain intensity and pain-related distress were small.	pain-related distress	NM	NM	NM	L	0	0	0	1	3	0
927	148926	h2	Degeneracy in the model increases.	Degeneracy	h2	The immune systems of vertebrates provide protection.	protection	NM	NM	NM	NM	0	0	0	0	4	0
928	224514	h1	Patients with spinal cord injury (SCI) reported 27% clinically meaningful decreases in daily pain.	pain	h1	Change in cognitive process was not associated with change in pain interference across any treatment condition.	pain interference	L	NM	NM	L	0	0	0	2	2	0
931	240010	h1	The number of days of practice did not evidence a significant indirect effect on change in pain intensity.	pain intensity	h1	Change in cognitive process was not associated with change in pain interference across any treatment condition.	pain interference	L	L	NM	NM	0	0	0	2	2	0
932	42227	h2	Evidence suggests that changes in cognitive demands can alter trunk muscle activation.	activation	h1	Pretreatment to posttreatment within treatment effect sizes ranged from Cohens d 5 0.15 to 0.37.	Pretreatment	NM	NM	NM	NM	0	0	0	0	4	0
933	148747	h2	Degeneracy in the model increases.	Degeneracy	h1	Interference is not affected by posttreatment changes in pain intensity.	Interference	NM	NM	NM	NM	0	0	0	0	4	0
934	125536	h1	The affected items include sleep disturbance, decrease in libido, and increased fatigue.	fatigue	h1	Patients with spinal cord injury (SCI) reported 27% clinically meaningful decreases in daily pain.	pain	NM	NM	NM	NM	0	0	0	0	4	0
936	147181	h1	Inactivity contributes to increased pain for some people.	increased pain	h1	Persistent pain leads to social isolation for some.	Persistent pain	L	L	NM	NM	0	0	0	2	2	0
937	9342	h2	Fear of pain may be more related to short-lasting pain increases.	pain	h1	The number of days of practice did not evidence a significant indirect effect on change in pain intensity.	pain intensity	S	NM	NM	NM	0	0	1	0	3	0
939	82672	h1	Thirty-seven adults had spinal-cord injury and chronic pain.	chronic pain	h1	Simple comparisons revealed that the pretreatment-to-4-week decrease in pain interference was significant.	pain interference	NM	NM	NM	NM	0	0	0	0	4	0
940	242424	h1	The converse pretreatment-to-4-week changes in pain intensity related to Week 8 WAI scores was not significant.	pain intensity	h1	The discussion in phase 1 focused on the dysfunctional character of longstanding pain symptoms and pain-related behaviors.	pain symptoms	L	NM	NM	NM	0	0	0	1	3	0
942	137941	h1	The observed improvements in sleep were revealed at follow-up.	sleep	h1	Practice of a self-management approach may, in part, underlie subsequent reductions in pain intensity and interference in functioning.	pain	NM	NM	NM	NM	0	0	0	0	4	0
945	220948	h1	The results of this study suggest that having patients participate in group sessions designed to educate patients about arthritis and arthritis's treatment does not provide the same benefits in terms of pain.	pain	h1	The hypnosis protocol used in this study did not have substantial effects on pain interference.	pain interference	L	L	NM	NM	0	0	0	2	2	0
946	222207	h1	Distress can make pain worse.	pain	h2	Chronic pain may contribute to poor quality of life (QoL).	Chronic pain	S	S	S	S	0	0	4	0	0	0
947	124409	h1	Poor physical fitness is also characterized by an increasing tendency to fatigue on usual activities.	fatigue	h2	The relation between distraction and pain reduction is not simplistic.	distraction	NM	NM	NM	NM	0	0	0	0	4	0
948	25916	h2	Fluctuations in repeated human movements arise from external disturbances.	disturbances	h1	a substantial loss of information has a negative impact on power.	negative impact on power	NM	NM	NM	NM	0	0	0	0	4	0
949	237652	h1	Twenty-two studies assessed the effects at post-treatment on pain intensity.	pain intensity	h1	Participants in the self-hypnosis condition were asked to report the number of hours pain relief usually lasted after Participants in the self-hypnosis condition listened to an audio recording of one of Participants in the self-hypnosis condition's sessions.	pain relief	L	NM	NM	NM	0	0	0	1	3	0
950	76087	h1	Stress is known to cause complaints.	Stress	h2	It is unclear whether directed attention mediates the relationship between pain intensity and neuromuscular activation.	neuromuscular activation	NM	NM	NM	NM	0	0	0	0	4	0
951	124210	h1	Poor physical fitness is also characterized by an increasing tendency to fatigue on usual activities.	fatigue	h1	Activity engagement changed significantly in the sample as a whole, indicating improvement.	improvement	O	NM	NM	NM	0	0	0	0	3	1
952	85544	h1	Participants were excluded if Participants had chronic pain due to malignancy.	malignancy	h1	The pain and interference should have been present for at least 6 months.	pain	NM	NM	NM	L	0	0	0	1	3	0
953	195409	h2	The activation depends on whether back muscles are focused on back muscles's pain.	back muscles	h2	Applied to the leg muscles during quiet standing, vibration can induce postural instability.	leg muscles	L	L	NM	NM	0	0	0	2	2	0
956	126576	h2	the unique contribution of pain-related fear predicts poor behavioral performance.	fear	h1	Those in the SC condition reported a greater decrease in high pain days at follow-up.	high pain	NM	NM	NM	NM	0	0	0	0	4	0
957	102129	h1	Exercise may reduce disability in osteoarthritis patients.	Exercise	h2	the unique contribution of pain-related fear predicts poor behavioral performance.	pain	NM	NM	NM	NM	0	0	0	0	4	0
958	52174	h1	Perhaps this was because patients who were experiencing lower levels of depression had higher rates of attrition.	depression	h1	Fighting against the pain and unwillingness to experience the pain needed to be limited.	pain	NM	NM	NM	NM	0	0	0	0	4	0
960	269953	h1	The improvements in pain intensity and pain-related distress were small.	pain-related distress	h2	Individuals with pain-related fear continue to restrict lumbar motion.	pain-related fear	L	NM	L	L	0	0	0	3	1	0
961	89013	h1	the person had a hard time controlling the person's emotions because of poor sleep.	poor sleep	h1	Poor physical fitness is also characterized by an increasing tendency to fatigue on usual activities.	Poor physical fitness	NM	L	NM	NM	0	0	0	1	3	0
964	213881	h1	The primary focus of this study is on pain interference.	pain	h1	Patients who had received PCST/MT reported a greater increase in positive mood at posttreatment.	positive mood	NM	NM	NM	NM	0	0	0	0	4	0
965	67721	h1	The rational of using ACT in the context of longstanding pain was based on established relationships between fear, anxiety, stress, muscle tension, negative thoughts, and pain.	fear	h1	Distress can make pain worse.	Distress	L	S	L	L	0	0	1	3	0	0
966	78291	h1	Amputation is known to produce significant central cortical changes.	Amputation	h2	Patients fear harm during physical activities.	harm	NM	L	NM	NM	0	0	0	1	3	0
967	109377	h1	People who receive no treatment for People who receive no treatment for their pain's pain probably experience more pain and distress compared to people treated with CBT.	pain	h2	The hypothesized sensory deficiency might be due to movement causing pain.	movement	NM	NM	NM	NM	0	0	0	0	4	0
968	214434	h1	The primary focus of this study is on pain interference.	interference	h1	Muscle tension may play a role in muscle tension's persistence.	persistence	NM	NM	NM	NM	0	0	0	0	4	0
969	22931	h1	Dropouts may be attributable to unrecorded adverse events.	Dropout	h1	Visual feedback of bodily reactions was used to demonstrate the effect of stress on muscle tension in session 2.	stress	NM	NM	NM	NM	0	0	0	0	4	0
971	217437	h1	information tailored to the participants' particular medical condition was based on what is known about pain in LBP.	pain	h1	The sheer number of skills that patients are expected to acquire may contribute to patient dropout and poor adherence.	dropout	NM	NM	NM	NM	0	0	0	0	4	0
972	228070	h1	Group cohesion had statistically significant associations with pain catastrophizing.	pain catastrophizing	h1	Twenty-two studies assessed the effects at post-treatment on pain intensity.	pain intensity	L	NM	NM	NM	0	0	0	1	3	0
973	237147	h1	Hypnotizability showed a weak and nonsignificant association with pre- to posttreatment change in average daily pain intensity in the efficacy sample as a whole (r = .18, p = ns).	Hypnotizability	h1	At least 30% of the hypnosis participants reported these reductions.	hypnosis	L	L	L	NM	0	0	0	3	1	0
975	10027	h1	Hyperactivity increases.	Hyperactivity	h2	There is ample evidence supporting multiple motor sources of physiological noise.	motor	NM	NM	NM	NM	0	0	0	0	4	0
976	197623	h1	The effect size for pain interference was less than small.	interference	h2	There is no significant relation between pain-related fear.	fear	NM	L	NM	NM	0	0	0	1	3	0
977	104232	h2	We hypothesized that patients reporting a sudden pain onset will report more disability.	disability	h2	VR rehabilitation potentiates patients' learning and recovery.	recovery	NM	NM	NM	NM	0	0	0	0	4	0
978	81480	h1	Participants were adults with chronic pain secondary to multiple sclerosis (MS).	chronic pain	h1	Simple comparisons revealed that the pretreatment-to-4-week decrease in pain interference was significant.	pain interference	NM	NM	NM	NM	0	0	0	0	4	0
979	185849	h1	This indicates that treatment groups had similar effects on pain interference changes.	interference	h1	The sheer number of skills that patients are expected to acquire may contribute to patient dropout and poor adherence.	dropout	NM	NM	NM	NM	0	0	0	0	4	0
980	59115	h2	The finding was that the expected pain increase was a significant predictor of poor behavioral performance.	pain	h2	The purpose was to determine how changes in pain focus influenced trunk muscle activation patterns.	muscle	NM	NM	NM	NM	0	0	0	0	4	0
981	259108	h2	A body image disruption can be associated with an incorrect pain rating.	pain rating	h1	Participants in the self-hypnosis condition were asked to report the number of hours pain relief usually lasted after Participants in the self-hypnosis condition listened to an audio recording of one of Participants in the self-hypnosis condition's sessions.	pain relief	NM	NM	NM	NM	0	0	0	0	4	0
982	166810	h2	Pain influences muscle activation.	Pain	h2	physical activities can promote a gradual progress towards recovery.	recovery	NM	NM	NM	NM	0	0	0	0	4	0
983	113002	h2	Chronic pain may affect emotional functioning.	Chronic pain	h1	The primary focus of this study is on pain interference.	pain	S	NM	NM	S	0	0	2	0	2	0
984	28739	h1	Pain may be caused or exacerbated by anxiety.	Pain	h1	Amputation is known to produce significant central cortical changes.	Amputation	NM	NM	NM	NM	0	0	0	0	4	0
985	128031	h2	Patients fear harm during physical activities.	fear	h1	detailed thought records additionally recounted physical reactions.	thought	NM	NM	NM	NM	0	0	0	0	4	0
986	173365	h1	chronic neuropathic pain occurs after spinal cord injury.	neuropathic pain	h2	Chronic pain degrades people's quality of life.	Chronic pain	S	NM	L	S	0	0	2	1	1	0
987	111044	h1	Negative experiences include muscle tension or discomfort, negative thoughts, and emotional distress.	emotional distress	h2	Chronic pain may affect emotional functioning.	emotional functioning	S	NM	S	L	0	0	2	1	1	0
989	236442	h1	Hypnotizability showed a weak and nonsignificant association with pre- to posttreatment change in average daily pain intensity in the efficacy sample as a whole (r = .18, p = ns).	pain intensity	h1	Change in depressive symptoms had a direct effect on change in pain interference.	pain interference	NM	NM	NM	NM	0	0	0	0	4	0
991	203052	h2	Those in high pain in the present study were not influenced by directed attention.	pain	h1	The comparison in Figure 3 is about the maintenance of treatment effects on pain intensity, pain interference, and sleep quality over 6 months.	pain interference	L	NM	NM	L	0	0	0	2	2	0
992	194704	h2	The activation depends on whether back muscles are focused on back muscles's pain.	pain	h1	Therapeutic alliance was significantly associated with pain intensity improvement.	pain intensity improvement	S	NM	NM	NM	0	0	1	0	3	0
993	51101	h2	a study found that when somatic information threatens, catastrophic thinking enhances attentional interference.	somatic information	h2	The relation between distraction and pain reduction is not simplistic.	distraction	NM	L	NM	NM	0	0	0	1	3	0
994	246576	h1	The comparison in Figure 3 is about the maintenance of treatment effects on pain intensity, pain interference, and sleep quality over 6 months.	pain intensity	h1	The hypnosis protocol used in this study did not have substantial effects on pain interference.	pain interference	L	S	NM	NM	0	0	1	1	2	0
996	235244	h2	It is unclear whether directed attention mediates the relationship between pain intensity and neuromuscular activation.	pain intensity	h1	the primary hypothesis compared the effects of hypnosis and biofeedback on pain interference.	pain interference	L	L	NM	NM	0	0	0	2	2	0
